id,Время начала вызова,Время окончания вызова,Время постановки в очередь,Время переключения на оператора,Время окончания разговора с оператором,"Длительность разговора с оператором, сек",Метка
448,10:56:25,11:00:05,10:57:29,,,,0
449,10:58:47,11:07:10,10:59:55,11:00:14,11:07:01,407.0,1
450,10:57:18,10:57:48,10:57:33,,,,0
451,11:01:01,11:05:05,11:02:04,11:02:23,11:04:48,145.0,1
452,11:03:30,11:09:54,11:04:39,11:04:55,11:09:54,299.0,1
453,10:57:53,10:59:10,,,,,0
454,10:57:55,11:02:51,10:59:03,,,,0
455,10:58:05,11:01:47,10:59:13,,,,0
456,10:58:13,10:59:38,,,,,0
457,11:05:15,11:11:08,11:06:22,11:06:39,11:11:03,264.0,1
458,10:59:32,11:03:20,11:00:41,,,,0
459,11:05:35,11:10:49,11:06:43,11:07:02,11:10:13,191.0,1
460,11:00:55,11:04:35,11:02:01,,,,0
461,11:00:56,11:04:40,11:02:02,,,,0
462,11:01:10,11:05:33,11:01:45,,,,0
463,11:07:17,11:11:43,11:08:25,11:08:40,11:11:24,164.0,1
464,11:07:07,11:08:53,11:07:49,11:08:08,11:08:53,45.0,1
465,11:02:34,11:05:32,11:03:42,,,,0
466,11:03:29,11:04:49,11:04:10,,,,0
467,11:04:50,11:06:21,,,,,0
468,11:06:13,11:23:31,11:07:21,11:09:13,11:23:31,858.0,1
469,11:08:39,11:12:12,11:09:46,11:10:06,11:11:42,96.0,1
470,11:08:49,11:16:27,11:10:00,11:10:15,11:15:55,340.0,1
471,11:10:05,11:18:53,11:11:10,11:11:24,11:18:14,410.0,1
472,11:10:25,11:15:23,11:11:33,11:11:50,11:14:55,185.0,1
473,11:09:35,11:12:56,11:10:44,11:12:26,11:12:56,30.0,0
474,11:11:35,11:16:54,11:12:41,11:12:56,11:16:24,208.0,1
475,11:14:35,11:17:31,11:15:43,11:15:58,11:17:31,93.0,1
476,11:14:04,11:17:27,11:14:45,11:15:04,11:17:27,143.0,1
477,11:16:17,11:19:22,11:17:21,11:17:38,11:19:04,86.0,1
478,11:13:17,11:14:39,,,,,0
479,11:13:31,11:17:16,11:14:40,,,,0
480,11:16:17,11:23:18,11:17:23,11:17:43,11:22:53,310.0,1
481,11:14:47,11:14:47,,,,,0
482,11:14:56,11:15:52,,,,,0
483,11:15:12,11:21:14,11:16:21,11:18:22,11:20:36,134.0,1
484,11:15:16,11:21:44,11:16:25,11:18:50,11:20:57,127.0,1
485,11:17:38,11:19:11,11:18:46,11:19:05,11:19:11,6.0,1
486,11:15:35,11:19:20,11:16:43,,,,0
487,11:15:44,11:17:27,11:16:28,,,,0
488,11:16:09,11:17:41,11:16:48,,,,0
489,11:16:22,11:20:09,11:17:31,,,,0
490,11:16:44,11:17:22,,,,,0
491,11:19:18,11:22:18,11:20:24,11:20:39,11:21:52,73.0,1
492,11:21:38,11:25:52,11:22:45,11:23:00,11:25:44,164.0,1
493,11:19:59,11:24:56,11:20:44,11:20:59,11:24:56,237.0,1
494,11:17:32,11:18:19,,,,,0
495,11:21:05,11:34:20,11:21:47,11:22:06,11:33:58,712.0,1
496,11:22:35,11:25:54,11:23:44,11:24:01,11:25:54,113.0,1
497,11:18:02,11:18:11,,,,,0
498,11:18:27,11:23:47,11:19:02,11:19:19,11:23:04,225.0,1
499,11:24:26,11:26:45,11:25:35,11:25:50,11:26:45,55.0,1
500,11:18:32,11:22:13,11:19:37,,,,0
501,11:24:45,11:30:02,11:25:50,11:26:09,11:29:27,198.0,1
502,11:19:07,11:22:20,11:19:45,,,,0
503,11:19:09,11:26:33,11:20:17,,,,0
504,11:19:21,11:23:16,11:20:29,,,,0
505,11:20:52,11:22:03,,,,,0
506,11:21:07,11:22:16,11:21:48,,,,0
507,11:21:38,11:23:08,11:22:46,,,,0
508,11:21:53,11:28:40,11:23:02,11:23:05,11:28:40,335.0,0
509,11:26:50,11:30:23,11:27:54,11:28:09,11:30:23,134.0,1
510,11:24:11,11:28:13,11:24:44,11:25:00,11:27:33,153.0,1
511,11:22:28,11:23:09,,,,,0
512,11:23:43,11:24:46,,,,,0
513,11:27:18,11:31:33,11:28:23,11:28:42,11:31:33,171.0,1
514,11:26:44,11:31:15,11:27:17,11:27:36,11:30:33,177.0,1
515,11:28:14,11:36:28,11:29:22,11:29:36,11:35:56,380.0,1
516,11:26:29,11:30:13,11:27:37,,,,0
517,11:26:36,11:27:45,,,,,0
518,11:28:59,11:34:20,11:30:04,11:30:23,11:34:19,236.0,1
519,11:29:03,11:32:46,11:30:11,11:30:31,11:32:27,116.0,1
520,11:26:53,11:27:20,,,,,0
521,11:30:41,11:33:37,11:31:20,11:31:35,11:33:37,122.0,1
522,11:27:28,11:27:54,,,,,0
523,11:31:55,11:34:10,11:32:22,11:32:39,11:34:10,91.0,1
524,11:32:12,11:37:15,11:33:20,11:33:39,11:36:40,181.0,1
525,11:29:56,11:30:27,,,,,0
526,11:30:08,11:33:39,11:31:13,,,,0
527,11:30:35,11:32:13,11:31:43,,,,0
528,11:32:49,11:39:20,11:33:58,11:34:13,11:39:20,307.0,1
529,11:33:53,11:39:25,11:34:58,11:35:13,11:38:58,225.0,1
530,11:35:13,11:40:37,11:36:22,11:36:41,11:40:34,233.0,1
531,11:32:08,11:35:52,11:33:15,,,,0
532,11:32:08,11:35:51,11:33:14,,,,0
533,11:36:27,11:43:50,11:37:30,11:37:47,11:43:49,362.0,1
534,11:33:01,11:36:53,11:34:08,,,,0
535,11:33:34,11:34:26,,,,,0
536,11:33:45,11:37:26,11:34:52,,,,0
537,11:37:43,11:41:53,11:38:52,11:39:07,11:41:53,166.0,1
538,11:34:18,11:37:58,11:35:24,,,,0
539,11:35:10,11:38:54,11:35:42,11:35:59,11:38:22,143.0,1
540,11:34:56,11:38:43,11:36:04,,,,0
541,11:37:46,11:46:25,11:38:55,11:39:15,11:46:25,430.0,1
542,11:35:37,11:36:14,,,,,0
543,11:36:01,11:37:13,,,,,0
544,11:36:37,11:41:30,11:37:45,11:39:41,11:41:11,90.0,1
545,11:36:44,11:40:22,11:37:51,,,,0
546,11:36:55,11:38:59,11:37:36,,,,0
547,11:39:39,11:41:12,11:40:49,11:41:08,11:41:12,4.0,1
548,11:37:23,11:41:09,11:38:31,,,,0
549,11:37:32,11:38:35,,,,,0
550,11:37:40,11:41:22,11:38:47,,,,0
551,11:40:28,11:48:21,11:41:10,11:41:30,11:48:21,411.0,1
552,11:39:45,11:43:25,11:40:18,11:40:36,11:43:20,164.0,1
553,11:39:07,11:44:01,11:39:47,11:41:53,11:44:01,128.0,0
554,11:40:46,11:46:20,11:41:55,11:42:09,11:46:18,249.0,1
555,11:42:33,11:46:48,11:43:06,11:43:22,11:46:44,202.0,1
556,11:43:35,11:50:20,11:44:43,11:45:02,11:50:19,317.0,1
557,11:43:05,11:50:07,11:43:38,11:43:56,11:49:34,338.0,1
558,11:40:31,11:44:00,11:41:39,,,,0
559,11:44:18,11:50:47,11:45:01,11:45:16,11:50:47,331.0,1
560,11:41:42,11:42:27,,,,,0
561,11:41:46,11:42:00,,,,,0
562,11:45:07,11:51:11,11:46:16,11:46:33,11:51:11,278.0,1
563,11:45:21,11:49:08,11:46:27,11:46:46,11:48:44,118.0,1
564,11:42:07,11:46:10,11:43:15,,,,0
565,11:43:00,11:44:17,,,,,0
566,11:43:30,11:44:15,,,,,0
567,11:43:41,11:46:59,11:44:20,,,,0
568,11:43:45,11:45:20,11:44:52,,,,0
569,11:44:21,11:45:11,,,,,0
570,11:44:25,11:44:57,,,,,0
571,11:44:25,11:47:40,11:45:33,,,,0
572,11:47:29,11:50:30,11:48:35,11:48:51,11:50:30,99.0,1
573,11:44:27,11:47:41,11:45:07,,,,0
574,11:45:05,11:45:58,,,,,0
575,11:45:05,11:46:43,11:45:42,,,,0
576,11:45:18,11:46:21,,,,,0
577,11:45:23,11:53:59,11:45:56,11:46:43,11:53:57,434.0,1
578,11:47:40,11:50:23,11:48:48,11:49:03,11:50:22,79.0,1
579,11:45:44,11:48:58,11:46:24,,,,0
580,11:45:54,11:46:35,,,,,0
581,11:45:56,11:47:12,,,,,0
582,11:46:02,11:46:40,,,,,0
583,11:46:13,11:49:55,11:47:22,,,,0
584,11:46:32,11:47:21,,,,,0
585,11:46:53,11:48:50,11:47:22,,,,0
586,11:46:54,11:47:34,,,,,0
587,11:47:16,11:52:32,11:48:01,11:50:10,11:52:32,142.0,1
588,11:48:56,11:52:06,11:50:04,11:50:24,11:52:01,97.0,1
589,11:48:52,11:52:27,11:50:01,11:50:48,11:52:27,99.0,1
590,11:49:29,11:54:58,11:50:35,11:50:54,11:54:39,225.0,1
591,11:49:54,11:56:14,11:51:02,11:51:16,11:55:32,256.0,1
592,11:49:59,11:51:35,11:51:07,,,,0
593,11:50:37,11:57:02,11:51:49,11:52:04,11:57:02,298.0,1
594,11:51:43,11:57:42,11:52:52,11:52:52,11:56:58,246.0,0
595,11:52:39,11:58:29,11:53:48,11:54:04,11:57:59,235.0,1
596,11:52:59,12:00:13,11:54:07,11:54:41,11:59:55,314.0,0
597,11:54:06,11:54:50,,,,,0
598,11:54:14,11:58:02,11:55:20,11:56:51,11:58:02,71.0,0
599,11:54:22,11:55:10,,,,,0
600,11:55:44,11:58:10,11:56:52,11:57:06,11:58:10,64.0,1
601,11:55:04,12:02:13,11:56:08,11:57:28,12:02:13,285.0,1
602,11:55:03,12:00:02,11:56:11,11:58:08,11:59:46,98.0,0
603,11:55:12,11:56:14,,,,,0
604,11:55:18,11:56:01,,,,,0
605,11:56:53,12:00:37,11:58:01,11:58:17,12:00:34,137.0,1
606,11:58:13,11:59:51,11:59:20,11:59:40,11:59:51,11.0,1
607,11:58:30,12:01:54,11:59:39,11:59:58,12:01:54,116.0,1
608,11:56:45,12:07:38,11:57:51,12:00:00,12:07:13,433.0,1
609,11:58:47,12:04:18,11:59:55,12:00:14,12:03:40,206.0,1
610,11:57:19,11:58:15,,,,,0
611,11:59:39,11:59:53,,,,,0
612,11:59:57,12:00:43,,,,,0
613,12:00:02,12:02:51,12:01:10,12:01:10,12:02:51,101.0,1
614,12:00:11,12:01:24,12:01:17,,,,0
615,12:01:35,12:05:38,12:02:42,12:02:43,12:05:35,172.0,0
616,12:03:16,12:13:57,12:04:22,12:04:22,12:13:57,575.0,0
617,12:03:21,12:09:21,12:04:27,12:04:27,12:09:21,294.0,1
618,12:04:16,12:07:31,12:05:24,12:05:39,12:07:27,108.0,1
619,12:03:47,12:11:08,12:04:56,12:07:16,12:11:08,232.0,1
620,12:04:41,12:08:21,12:05:46,12:06:06,12:08:17,131.0,1
621,12:05:57,12:11:36,12:07:05,12:07:19,12:11:07,228.0,1
622,12:06:08,12:12:30,12:07:16,12:07:30,12:12:06,276.0,1
623,12:06:55,12:08:26,12:08:00,12:08:19,12:08:26,7.0,1
624,12:05:07,12:11:26,12:06:15,12:08:48,12:11:00,132.0,0
625,12:07:54,12:10:46,12:09:03,12:09:23,12:10:45,82.0,1
626,12:05:31,12:06:27,,,,,0
627,12:06:20,12:10:47,12:07:29,,,,0
628,12:06:58,12:09:49,12:07:30,,,,0
629,12:07:39,12:09:59,12:08:47,,,,0
630,12:09:25,12:14:21,12:10:34,12:10:48,12:13:46,178.0,1
631,12:09:43,12:14:55,12:10:52,12:11:08,12:14:54,226.0,1
632,12:08:39,12:09:06,,,,,0
633,12:09:05,12:10:01,,,,,0
634,12:10:21,12:11:35,,,,,0
635,12:10:35,12:13:56,12:11:43,12:11:54,12:13:43,109.0,0
636,12:11:30,12:14:15,12:12:05,12:12:08,12:14:15,127.0,1
637,12:11:53,12:17:11,12:13:01,12:13:07,12:16:29,202.0,0
638,12:12:52,12:14:51,12:13:56,12:13:56,12:14:51,55.0,0
639,12:13:26,12:16:07,12:14:31,12:14:53,12:16:07,74.0,1
640,12:13:34,12:15:03,,,,,0
641,12:14:07,12:18:39,12:14:07,12:14:19,12:17:21,182.0,1
642,12:14:24,12:19:12,12:15:32,12:15:35,12:18:28,173.0,0
643,12:14:51,12:18:09,12:16:04,12:16:09,12:18:06,117.0,1
644,12:15:33,12:16:03,,,,,0
645,12:15:40,12:16:35,,,,,0
646,12:15:56,12:16:23,,,,,0
647,12:16:10,12:16:10,,,,,0
648,12:16:12,12:19:09,12:17:20,12:17:20,12:19:09,109.0,0
649,12:16:24,12:17:30,,,,,0
650,12:16:39,12:22:15,12:17:49,12:17:50,12:21:29,219.0,1
651,12:16:45,12:17:32,,,,,0
652,12:16:45,12:17:28,,,,,0
653,12:16:51,12:17:40,,,,,0
654,12:16:55,12:20:02,12:18:03,12:18:08,12:20:02,114.0,1
655,12:17:53,12:22:57,12:18:31,12:18:41,12:22:23,222.0,0
656,12:18:26,12:26:47,12:19:05,12:19:24,12:26:47,443.0,1
657,12:17:57,12:18:29,,,,,0
658,12:18:37,12:20:48,12:19:42,12:19:42,12:20:48,66.0,0
659,12:18:44,12:22:58,12:19:51,12:20:05,12:22:40,155.0,0
660,12:19:27,12:24:18,12:20:36,12:20:51,12:23:39,168.0,1
661,12:19:12,12:25:34,12:20:18,12:21:31,12:25:14,223.0,1
662,12:20:24,12:27:20,12:21:32,12:21:52,12:27:20,328.0,1
663,12:20:46,12:23:27,12:21:52,12:21:58,12:23:08,70.0,0
664,12:21:01,12:21:19,,,,,0
665,12:21:36,12:24:11,12:22:18,12:22:32,12:23:58,86.0,1
666,12:21:46,12:24:16,12:22:23,12:22:42,12:24:15,93.0,1
667,12:22:37,12:32:55,12:23:41,12:24:00,12:32:37,517.0,1
668,12:22:48,12:23:40,,,,,0
669,12:23:08,12:30:23,12:24:17,12:24:20,12:29:40,320.0,0
670,12:23:30,12:29:26,12:24:37,12:24:37,12:29:26,289.0,0
671,12:23:55,12:30:10,12:25:04,12:25:16,12:29:30,254.0,0
672,12:24:18,12:25:32,,,,,0
673,12:26:19,12:29:20,12:27:27,12:27:47,12:29:20,93.0,1
674,12:27:42,12:35:48,12:27:42,12:28:35,12:35:09,394.0,1
675,12:26:40,12:31:54,12:27:50,12:28:07,12:31:54,227.0,1
676,12:26:11,12:35:48,12:26:48,12:27:07,12:35:09,429.0,1
677,12:25:36,12:26:36,,,,,0
678,12:25:42,12:26:22,,,,,0
679,12:28:12,12:38:15,12:29:16,12:29:32,12:37:46,494.0,1
680,12:26:20,12:26:27,,,,,0
681,12:26:27,12:27:33,,,,,0
682,12:28:01,12:41:48,12:29:13,12:29:33,12:41:08,695.0,1
683,12:28:22,12:34:48,12:29:30,12:29:45,12:34:48,303.0,1
684,12:26:51,12:30:36,12:27:57,,,,0
685,12:30:45,12:36:38,12:31:51,12:32:10,12:36:38,268.0,1
686,12:27:05,12:28:14,12:27:45,,,,0
687,12:27:40,12:31:21,12:28:46,,,,0
688,12:27:43,12:28:26,,,,,0
689,12:28:38,12:33:41,12:29:11,12:29:29,12:33:08,219.0,1
690,12:28:07,12:28:13,,,,,0
691,12:28:08,12:31:57,12:29:12,,,,0
692,12:33:37,12:38:02,12:34:43,12:35:00,12:38:01,181.0,1
693,12:28:51,12:32:36,12:30:00,,,,0
694,12:29:34,12:33:17,12:30:42,,,,0
695,12:33:53,12:38:50,12:34:46,12:35:06,12:38:47,221.0,1
696,12:31:01,12:34:12,12:31:39,,,,0
697,12:31:25,12:34:59,12:31:57,12:33:10,12:34:57,107.0,1
698,12:35:32,12:43:46,12:36:36,12:36:55,12:43:46,411.0,1
699,12:32:12,12:35:52,12:33:17,,,,0
700,12:32:14,12:33:06,,,,,0
701,12:32:15,12:32:17,,,,,0
702,12:36:46,12:44:37,12:37:50,12:38:06,12:44:36,390.0,1
703,12:33:20,12:37:04,12:34:23,,,,0
704,12:37:03,12:40:09,12:38:08,12:38:25,12:40:09,104.0,1
705,12:38:02,12:42:35,12:39:05,12:39:24,12:42:32,188.0,1
706,12:33:37,12:36:55,12:34:45,,,,0
707,12:34:00,12:37:38,12:35:05,,,,0
708,12:36:59,12:41:07,12:37:33,12:37:49,12:41:06,197.0,1
709,12:34:21,12:36:10,12:35:29,,,,0
710,12:34:41,12:34:42,,,,,0
711,12:35:18,12:36:16,,,,,0
712,12:35:20,12:35:27,,,,,0
713,12:35:38,12:37:02,12:36:20,,,,0
714,12:39:39,12:48:12,12:40:48,12:41:04,12:48:12,428.0,1
715,12:36:14,12:40:28,12:37:17,,,,0
716,12:36:27,12:36:43,,,,,0
717,12:36:32,12:40:25,12:37:38,,,,0
718,12:36:33,12:37:49,,,,,0
719,12:36:37,12:40:23,12:37:47,,,,0
720,12:36:40,12:40:13,12:37:45,,,,0
721,12:36:51,12:37:13,,,,,0
722,12:39:45,12:49:25,12:40:54,12:41:11,12:48:52,461.0,1
723,12:37:08,12:40:54,12:38:15,,,,0
724,12:37:42,12:41:25,12:38:51,,,,0
725,12:37:48,12:41:32,12:38:57,,,,0
726,12:40:36,12:54:44,12:41:20,12:41:36,12:54:17,761.0,1
727,12:38:37,12:40:46,12:39:41,,,,0
728,12:41:12,12:46:46,12:42:20,12:42:40,12:46:16,216.0,1
729,12:40:06,12:40:14,,,,,0
730,12:43:40,12:46:12,12:44:20,12:44:36,12:46:12,96.0,1
731,12:41:02,12:44:44,12:42:09,,,,0
732,12:42:46,12:53:37,12:43:53,12:44:09,12:53:37,568.0,1
733,12:41:49,12:51:56,12:42:57,12:44:49,12:51:23,394.0,0
734,12:44:52,12:48:12,12:45:58,12:46:15,12:47:38,83.0,1
735,12:42:24,12:46:05,12:43:29,,,,0
736,12:44:59,12:49:59,12:46:08,12:46:28,12:49:39,191.0,1
737,12:46:12,12:50:02,12:47:20,12:47:39,12:49:33,114.0,1
738,12:47:13,12:52:24,12:48:08,12:48:25,12:52:06,221.0,1
739,12:44:23,12:48:09,12:45:32,,,,0
740,12:44:30,12:48:06,12:45:38,,,,0
741,12:44:45,12:48:29,12:45:54,,,,0
742,12:45:19,12:46:19,,,,,0
743,12:45:41,12:54:39,12:46:49,12:48:55,12:54:37,342.0,1
744,12:46:00,12:49:44,12:47:08,,,,0
745,12:46:01,12:48:53,12:47:07,,,,0
746,12:48:49,12:51:12,12:49:57,12:50:16,12:51:07,51.0,1
747,12:46:34,12:47:07,,,,,0
748,12:46:46,12:47:55,,,,,0
749,12:46:48,12:47:39,12:46:48,,,,0
750,12:47:02,12:47:58,,,,,0
751,12:47:44,12:48:14,,,,,0
752,12:48:01,12:50:43,12:49:10,,,,0
753,12:49:00,12:51:12,12:49:20,12:49:39,12:51:12,93.0,1
754,12:48:18,12:49:43,,,,,0
755,12:50:04,12:54:30,12:51:11,12:51:26,12:53:59,153.0,1
756,12:50:26,12:53:36,12:50:59,12:51:17,12:53:18,121.0,1
757,12:48:50,12:49:26,,,,,0
758,12:49:17,12:50:12,,,,,0
759,12:49:27,12:53:14,12:50:37,,,,0
760,12:52:21,12:57:03,12:53:05,12:53:21,12:56:59,218.0,1
761,12:49:36,12:53:17,12:50:40,,,,0
762,12:49:53,12:51:51,12:50:33,,,,0
763,12:51:12,12:59:08,12:51:49,12:52:08,12:58:23,375.0,1
764,12:50:51,12:51:50,,,,,0
765,12:52:50,12:55:17,12:53:31,12:53:50,12:55:17,87.0,1
766,12:52:43,12:57:42,12:53:49,12:54:06,12:57:14,188.0,1
767,12:51:14,12:57:02,12:52:21,12:54:47,12:56:34,107.0,1
768,12:53:28,12:57:34,12:54:28,12:54:44,12:57:31,167.0,1
769,12:54:46,12:59:09,12:55:54,12:56:11,12:59:09,178.0,1
770,12:51:55,12:52:28,,,,,0
771,12:52:36,12:53:51,,,,,0
772,12:52:39,12:54:48,12:53:44,,,,0
773,12:55:12,13:02:33,12:56:21,12:56:37,13:01:57,320.0,1
774,12:53:03,12:54:43,12:53:38,,,,0
775,12:53:44,12:54:22,,,,,0
776,12:55:36,12:59:19,12:56:44,12:57:03,12:59:18,135.0,1
777,12:54:17,12:59:06,12:55:24,12:57:25,12:59:06,101.0,0
778,12:54:25,12:57:26,12:55:33,,,,0
779,12:56:14,12:58:43,12:57:20,12:57:36,12:58:43,67.0,1
780,12:55:22,12:55:27,,,,,0
781,12:57:27,13:02:19,12:58:08,12:58:24,13:02:17,233.0,1
782,12:58:18,13:01:09,12:59:03,12:59:18,13:00:56,98.0,1
783,12:55:41,13:01:29,12:56:49,12:59:19,13:01:09,110.0,0
784,12:57:56,13:00:40,12:59:02,12:59:19,13:00:40,81.0,1
785,12:56:11,12:59:55,12:57:21,,,,0
786,12:56:28,12:57:36,12:56:28,,,,0
787,12:58:33,13:09:37,12:59:42,12:59:56,13:09:37,581.0,1
788,12:57:25,12:58:15,,,,,0
789,12:57:40,12:58:31,,,,,0
790,12:57:55,13:03:36,12:59:03,13:01:00,13:02:58,118.0,0
791,12:57:56,12:59:54,12:58:20,,,,0
792,12:59:49,13:03:41,13:00:28,13:00:44,13:03:41,177.0,1
793,13:00:15,13:08:15,13:00:57,13:01:17,13:08:07,410.0,0
794,13:00:19,13:01:41,13:01:14,,,,0
795,13:00:23,13:01:02,,,,,0
796,13:00:44,13:00:55,,,,,0
797,13:01:00,13:05:22,13:01:42,13:01:58,13:05:01,183.0,0
798,13:01:26,13:02:34,,,,,0
799,13:01:32,13:10:09,13:02:37,13:03:14,13:10:09,415.0,1
800,13:01:32,13:02:15,,,,,0
801,13:02:04,13:05:43,13:03:09,,,,0
802,13:02:38,13:03:30,,,,,0
803,13:02:41,13:03:22,,,,,0
804,13:06:53,13:09:13,13:07:19,13:07:38,13:09:13,95.0,1
805,13:02:47,13:03:38,,,,,0
806,13:02:51,13:08:52,13:02:51,13:03:43,13:07:08,205.0,0
807,13:03:15,13:08:16,13:03:48,13:05:11,13:08:16,185.0,1
808,13:03:22,13:07:08,13:04:31,,,,0
809,13:06:54,13:10:28,13:08:02,13:08:18,13:10:28,130.0,1
810,13:03:32,13:06:47,13:03:58,,,,0
811,13:03:43,13:05:36,13:04:23,,,,0
812,13:03:47,13:07:15,13:04:43,,,,0
813,13:03:58,13:04:53,,,,,0
814,13:04:10,13:07:53,13:05:19,,,,0
815,13:04:57,13:05:38,,,,,0
816,13:06:58,13:15:48,13:08:03,13:08:20,13:15:48,448.0,1
817,13:07:53,13:10:32,13:08:57,13:09:16,13:10:32,76.0,1
818,13:08:44,13:14:20,13:09:46,13:10:06,13:14:20,254.0,1
819,13:05:37,13:05:38,,,,,0
820,13:06:34,13:07:14,,,,,0
821,13:09:41,13:13:53,13:09:58,13:10:17,13:12:15,118.0,1
822,13:07:11,13:08:47,13:08:20,,,,0
823,13:07:19,13:12:09,13:07:57,13:10:35,13:11:37,62.0,0
824,13:07:37,13:08:12,,,,,0
825,13:09:16,13:14:30,13:10:22,13:10:42,13:14:08,206.0,1
826,13:07:52,13:10:24,13:08:41,,,,0
827,13:07:56,13:09:50,13:09:04,,,,0
828,13:09:51,13:15:29,13:11:00,13:11:20,13:15:20,240.0,1
829,13:10:16,13:14:04,13:11:24,13:11:38,13:14:04,146.0,1
830,13:09:30,13:21:41,13:10:37,13:12:46,13:21:41,535.0,0
831,13:13:04,13:16:43,13:14:10,13:14:26,13:16:25,119.0,1
832,13:10:30,13:12:51,13:11:10,,,,0
833,13:13:18,13:20:48,13:14:22,13:14:39,13:20:48,369.0,1
834,13:11:19,13:12:23,,,,,0
835,13:11:51,13:15:17,13:12:57,,,,0
836,13:13:21,13:16:50,13:13:52,13:14:08,13:16:50,162.0,1
837,13:12:06,13:13:39,,,,,0
838,13:14:37,13:17:18,13:15:43,13:16:02,13:17:18,76.0,1
839,13:15:36,13:21:30,13:16:42,13:17:01,13:20:46,225.0,1
840,13:15:57,13:19:14,13:16:37,13:16:53,13:18:40,107.0,1
841,13:12:51,13:16:32,13:13:57,,,,0
842,13:16:04,13:19:36,13:16:56,13:17:13,13:19:00,107.0,1
843,13:13:45,13:15:11,,,,,0
844,13:13:47,13:15:25,13:14:55,,,,0
845,13:17:17,13:20:16,13:18:23,13:18:42,13:19:47,65.0,1
846,13:14:07,13:14:09,,,,,0
847,13:14:09,13:19:49,13:14:48,13:17:21,13:19:49,148.0,1
848,13:15:23,13:16:01,,,,,0
849,13:15:45,13:19:01,13:16:26,,,,0
850,13:16:04,13:16:24,,,,,0
851,13:16:11,13:17:15,,,,,0
852,13:16:51,13:22:08,13:18:00,13:19:02,13:22:08,186.0,0
853,13:17:47,13:20:11,13:18:55,13:19:11,13:20:08,57.0,1
854,13:17:55,13:18:42,,,,,0
855,13:18:30,13:20:26,13:19:39,13:19:48,13:20:26,38.0,1
856,13:18:58,13:20:08,,,,,0
857,13:19:20,13:19:43,,,,,0
858,13:19:31,13:20:33,,,,,0
859,13:19:52,13:23:18,13:21:00,13:21:00,13:22:43,103.0,0
860,13:20:06,13:21:42,,,,,0
861,13:20:13,13:23:03,13:20:48,13:20:49,13:22:35,106.0,0
862,13:20:15,13:21:34,,,,,0
863,13:20:38,13:29:08,13:21:43,13:21:43,13:29:08,445.0,0
864,13:21:27,13:24:32,13:21:53,13:22:12,13:24:12,120.0,1
865,13:20:42,13:21:13,,,,,0
866,13:21:23,13:24:25,13:22:28,13:22:28,13:24:25,117.0,1
867,13:21:32,13:22:47,,,,,0
868,13:21:50,13:28:18,13:22:58,13:22:58,13:27:52,294.0,0
869,13:21:53,13:30:57,13:23:01,13:23:17,13:30:37,440.0,0
870,13:22:03,13:25:51,13:22:44,13:22:45,13:25:51,186.0,0
871,13:23:32,13:32:49,13:24:45,13:25:00,13:32:49,469.0,1
872,13:24:46,13:32:09,13:25:51,13:26:01,13:32:09,368.0,0
873,13:25:48,13:28:40,13:26:33,13:26:53,13:28:16,83.0,1
874,13:26:55,13:34:03,13:28:03,13:28:03,13:33:51,348.0,0
875,13:27:29,13:31:36,13:28:36,13:28:39,13:31:35,176.0,1
876,13:27:38,13:35:22,13:28:11,13:28:14,13:34:51,397.0,1
877,13:28:38,13:29:06,,,,,0
878,13:31:23,13:37:24,13:31:56,13:32:14,13:37:22,308.0,1
879,13:29:11,13:30:08,,,,,0
880,13:30:00,13:34:15,13:30:00,13:30:00,13:32:12,132.0,0
881,13:30:21,13:37:36,13:31:27,13:31:43,13:36:59,316.0,1
882,13:30:25,13:35:41,13:31:31,13:32:44,13:35:39,175.0,1
883,13:30:44,13:32:21,13:31:51,,,,0
884,13:30:46,13:33:15,13:31:19,,,,0
885,13:32:01,13:34:45,13:33:09,13:33:28,13:34:45,77.0,1
886,13:32:27,13:35:43,13:33:36,13:33:52,13:35:43,111.0,1
887,13:31:48,13:32:55,,,,,0
888,13:31:55,13:37:16,13:33:01,13:34:53,13:37:15,142.0,1
889,13:34:05,13:37:25,13:35:08,13:35:23,13:37:25,122.0,1
890,13:33:00,13:33:51,,,,,0
891,13:34:09,13:41:11,13:35:17,13:35:33,13:40:27,294.0,1
892,13:33:36,13:38:57,13:34:44,13:35:43,13:38:24,161.0,0
893,13:34:05,13:37:53,13:34:46,13:35:54,13:37:36,102.0,0
894,13:34:07,13:53:29,13:35:15,13:37:12,13:53:29,977.0,1
895,13:35:57,13:37:48,13:37:06,13:37:26,13:37:48,22.0,1
896,13:34:13,13:45:47,13:35:23,13:37:43,13:45:47,484.0,1
897,13:34:56,13:37:41,13:36:04,,,,0
898,13:36:16,13:41:53,13:37:28,13:37:47,13:41:18,211.0,1
899,13:35:35,13:36:47,13:36:43,,,,0
900,13:36:09,13:43:04,13:37:17,13:37:54,13:42:37,283.0,1
901,13:36:22,13:37:25,13:36:56,,,,0
902,13:36:31,13:37:49,13:37:39,,,,0
903,13:39:38,13:43:58,13:40:47,13:41:03,13:43:28,145.0,1
904,13:36:59,13:42:28,13:38:05,13:38:33,13:42:28,235.0,0
905,13:37:17,13:41:03,13:38:26,,,,0
906,13:40:01,13:44:11,13:41:09,13:41:26,13:43:32,126.0,1
907,13:38:07,13:39:46,13:39:15,,,,0
